area_code,area_name,population
26203,綾部市,31878
26204,宇治市,179783
26205,宮津市,16769
26206,亀岡市,86197
26207,城陽市,74643
26208,向日市,56882
26209,長岡京市,80649
26210,八幡市,70479
26211,京田辺市,73773
26212,京丹後市,50867
26213,南丹市,31650
26214,木津川市,77960
26303,大山崎町,15970
26322,久御山町,15280
26343,井手町,7411
26344,宇治田原町,8923
26364,笠置町,1142
26365,和束町,3483
26366,精華町,36220
26367,南山城村,2390
26407,京丹波町,12913
26463,伊根町,1930
26465,与謝野町,20107
27000,大阪府,8842523
27100,大阪市,2754742
27102,大阪市都島区,107986
27103,大阪市福島区,79397
27104,大阪市此花区,65304
27106,大阪市西区,105891
27107,大阪市港区,81001
27108,大阪市大正区,62149
27109,大阪市天王寺区,82216
27111,大阪市浪速区,75628
27113,大阪市西淀川区,95957
27114,大阪市東淀川区,177286
27115,大阪市東成区,85024
27116,大阪市生野区,127479
27117,大阪市旭区,89755
27118,大阪市城東区,169135
27119,大阪市阿倍野区,111141
27120,大阪市住吉区,153225
27121,大阪市東住吉区,127960
27122,大阪市西成区,106219
27123,大阪市淀川区,183586
27124,大阪市鶴見区,112754
27125,大阪市住之江区,120157
27126,大阪市平野区,192211
27127,大阪市北区,139502
27128,大阪市中央区,103779
27140,堺市,826447
27141,堺市堺区,148801
27142,堺市中区,121277
27143,堺市東区,85072
27144,堺市西区,135462
27145,堺市南区,138519
27146,堺市北区,159688
27147,堺市美原区,37628
27202,岸和田市,190796
27203,豊中市,401818
27204,池田市,105017
27205,吹田市,385787
27206,泉大津市,74431
27207,高槻市,352876
27208,貝塚市,84463
27209,守口市,143063
27210,枚方市,397596
27211,茨木市,288014
27212,八尾市,264654
27213,泉佐野市,100182
27214,富田林市,108768
27215,寝屋川市,229749
27216,河内長野市,101764
27217,松原市,117611
27218,大東市,119184
27219,和泉市,184634
27220,箕面市,136954
27221,柏原市,68789
27222,羽曳野市,108872
27223,門真市,119807
27224,摂津市,87497
27225,高石市,55599
27226,藤井寺市,63714
27227,東大阪市,494074
27228,泉南市,60139
27229,四條畷市,55198
27230,交野市,75077
27231,大阪狭山市,58486
27232,阪南市,51262
27301,島本町,30899
27321,豊能町,18284
27322,能勢町,9062
27341,忠岡町,16571
27361,熊取町,43796
27362,田尻町,8438
27366,岬町,14787
27381,太子町,13001
27382,河南町,15718
27383,千早赤阪村,4903
28000,兵庫県,5469184
28100,神戸市,1527022
28101,神戸市東灘区,213773
28102,神戸市灘区,136854
28105,神戸市兵庫区,109270
28106,神戸市長田区,94933
28107,神戸市須磨区,158888
28108,神戸市垂水区,215562
28109,神戸市北区,210747
28110,神戸市中央区,147715
28111,神戸市西区,239280
28201,姫路市,530723
28202,尼崎市,459717
28203,明石市,303838
28204,西宮市,485705
28205,洲本市,41329
28206,芦屋市,94038
28207,伊丹市,198244
28208,相生市,28374
28209,豊岡市,77519
28210,加古川市,260988
28212,赤穂市,45921
28213,西脇市,38714
28214,宝塚市,226658
28215,三木市,75373
28216,高砂市,87758
28217,川西市,152473
28218,小野市,47591
28219,三田市,109324
28220,加西市,42750
28221,丹波篠山市,39637
28222,養父市,22137
28223,丹波市,61511
28224,南あわじ市,44180
28225,朝来市,29002
28226,淡路市,42028
28227,宍粟市,34852
28228,加東市,40683
28229,たつの市,74355
28301,猪名川町,29703
28365,多可町,19284
28381,稲美町,30268
28382,播磨町,33561
28442,市川町,11239
28443,福崎町,19376
28446,神河町,10633
28464,太子町,33498
28481,上郡町,13896
28501,佐用町,15885
28585,香美町,16069
28586,新温泉町,13328
29000,奈良県,1325437
29201,奈良市,354833
29202,大和高田市,61779
29203,大和郡山市,83276
29204,天理市,63941
29205,橿原市,120972
29206,桜井市,54870
29207,五條市,27947
29208,御所市,24113
29209,生駒市,116951
29210,香芝市,78148
29211,葛城市,36845
29212,宇陀市,28144
29322,山添村,3227
29342,平群町,18025
29343,三郷町,23233
29344,斑鳩町,27611
29345,安堵町,7225
29361,川西町,8165
29362,三宅町,6443
29363,田原本町,31213
29385,曽爾村,1294
29386,御杖村,1480
29401,高取町,6736
29402,明日香村,5237
29424,上牧町,21715
29425,王寺町,24054
29426,広陵町,33842
29427,河合町,17032
29441,吉野町,6232
29442,大淀町,16728
29443,下市町,5042
29444,黒滝村,626
29446,天川村,1179
29447,野迫川村,358
29449,十津川村,3063
29450,下北山村,751
29451,上北山村,446
29452,川上村,1159
29453,東吉野村,1502
30000,和歌山県,923033
30201,和歌山市,356858
30202,海南市,48400
30203,橋本市,60863
30204,有田市,26553
30205,御坊市,23488
30206,田辺市,69906
30207,新宮市,27187
30208,紀の川市,58856
30209,岩出市,53993
30304,紀美野町,8264
30341,かつらぎ町,15990
30343,九度山町,3859
30344,高野町,2969
30361,湯浅町,11117
30362,広川町,6785
30366,有田川町,25274
30381,美浜町,6866
30382,日高町,7673
30383,由良町,5373
30390,印南町,7722
30391,みなべ町,11823
30392,日高川町,9223
30401,白浜町,20270
30404,上富田町,15240
30406,すさみ町,3687
30421,那智勝浦町,14144
30422,太地町,2797
30424,古座川町,2480
30427,北山村,404
30428,串本町,14969
31000,鳥取県,553847
31201,鳥取市,188614
31202,米子市,147421
31203,倉吉市,46526
31204,境港市,32760
31302,岩美町,10811
31325,若桜町,2868
31328,智頭町,6436
31329,八頭町,15945
31364,三朝町,6068
31370,湯梨浜町,16062
31371,琴浦町,16373
31372,北栄町,14238
31384,日吉津村,3504
31386,大山町,15405
31389,南部町,10319
31390,伯耆町,10710
31401,日南町,4199
31402,日野町,2909
31403,江府町,2679
32000,島根県,671602
32201,松江市,203779
32202,浜田市,54622
32203,出雲市,172887
32204,益田市,45039
32205,大田市,32866
32206,安来市,37113
32207,江津市,22979
32209,雲南市,36024
32343,奥出雲町,11859
32386,飯南町,4577
32441,川本町,3251
32448,美郷町,4355
32449,邑南町,10166
32501,津和野町,6879
32505,吉賀町,6079
32525,海士町,2267
32526,西ノ島町,2788
32527,知夫村,634
32528,隠岐の島町,13438
33000,岡山県,1889607
33100,岡山市,725108
33101,岡山市北区,314685
33102,岡山市中区,149328
33103,岡山市東区,93179
33104,岡山市南区,167916
33202,倉敷市,474793
33203,津山市,99994
33204,玉野市,56582
33205,笠岡市,46134
33207,井原市,38406
33208,総社市,69106
33209,高梁市,29101
33210,新見市,28113
33211,備前市,32345
33212,瀬戸内市,36054
33213,赤磐市,42686
33214,真庭市,42766
33215,美作市,25963
33216,浅口市,32810
33346,和気町,13634
33423,早島町,12376
33445,里庄町,10960
33461,矢掛町,13423
33586,新庄村,816
33606,鏡野町,12068
33622,勝央町,10894
33623,奈義町,5582
33643,西粟倉村,1400
33663,久米南町,4534
33666,美咲町,13065
33681,吉備中央町,10894
34000,広島県,2801388
34100,広島市,1201281
34101,広島市中区,142746
34102,広島市東区,119397
34103,広島市南区,145889
34104,広島市西区,190327
34105,広島市安佐南区,247118
34106,広島市安佐北区,139040
34107,広島市安芸区,77127
34108,広島市佐伯区,139637
34202,呉市,214717
34203,竹原市,24017
34204,三原市,90648
34205,尾道市,131243
34207,福山市,461268
34208,府中市,37677
34209,三次市,50722
34210,庄原市,33721
34211,大竹市,26326
34212,東広島市,196755
34213,廿日市市,114253
34214,安芸高田市,26463
34215,江田島市,21937
34302,府中町,51193
34304,海田町,29646
34307,熊野町,22844
34309,坂町,12592
34368,安芸太田町,5744
34369,北広島町,17778
34431,大崎上島町,7161
34462,世羅町,15143
34545,神石高原町,8259
35000,山口県,1342987
35201,下関市,255199
35202,宇部市,162707
35203,山口市,194110
35204,萩市,44661
35206,防府市,114038
35207,下松市,55960
35208,岩国市,129226
35210,光市,49821
35211,長門市,32537
35212,柳井市,30821
35213,美祢市,23267
35215,周南市,137607
35216,山陽小野田市,60367
35305,周防大島町,14810
35321,和木町,6036
35341,上関町,2343
35343,田布施町,14498
35344,平生町,11921
35502,阿武町,3058
36000,徳島県,719704
36201,徳島市,252364
36202,鳴門市,54664
36203,小松島市,36191
36204,阿南市,69519
36205,吉野川市,38783
36206,阿波市,34761
36207,美馬市,28094
36208,三好市,23608
36301,勝浦町,4833
36302,上勝町,1383
36321,佐那河内村,2060
36341,石井町,24859
36342,神山町,4652
36368,那賀町,7370
36383,牟岐町,3747
36387,美波町,6217
36388,海陽町,8363
36401,松茂町,14582
36402,北島町,22777
36403,藍住町,35255
36404,板野町,13054
36405,上板町,11269
36468,つるぎ町,7723
36489,東みよし町,13576
37000,香川県,951049
37201,高松市,417803
37202,丸亀市,109589
37203,坂出市,50683
37204,善通寺市,31643
37205,観音寺市,57503
37206,さぬき市,47043
37207,東かがわ市,28300
37208,三豊市,61917
37322,土庄町,12856
37324,小豆島町,13889
37341,三木町,26925
37364,直島町,3106
37386,宇多津町,18704
37387,綾川町,22714
37403,琴平町,8476
37404,多度津町,22459
37406,まんのう町,17439
38000,愛媛県,1335694
38201,松山市,511569
38202,今治市,151756
38203,宇和島市,70820
38204,八幡浜市,31995
38205,新居浜市,116005
38206,西条市,104879
38207,大洲市,40566
38210,伊予市,35161
38213,四国中央市,82849
38214,西予市,35411
38215,東温市,33917
38356,上島町,6510
38386,久万高原町,7413
38401,松前町,29646
38402,砥部町,20491
38422,内子町,15333
38442,伊方町,8401
38484,松野町,3681
38488,鬼北町,9685
38506,愛南町,19606
39000,高知県,692065
39201,高知市,326814
39202,室戸市,11744
39203,安芸市,16258
39204,南国市,46702
39205,土佐市,25762
39206,須崎市,20603
39208,宿毛市,19044
39209,土佐清水市,12388
39210,四万十市,32719
39211,香南市,32229
39212,香美市,26556
39301,東洋町,2193
39302,奈半利町,3036
39303,田野町,2498
39304,安田町,2373
39305,北川村,1146
39306,馬路村,747
39307,芸西村,3696
39341,本山町,3264
39344,大豊町,3256
39363,土佐町,3750
39364,大川村,366
39386,いの町,21394
39387,仁淀川町,4824
39401,中土佐町,6002
39402,佐川町,12336
39403,越知町,5191
39405,檮原町,3308
39410,日高村,4826
39411,津野町,5297
39412,四万十町,15596
39424,大月町,4432
39427,三原村,1440
39428,黒潮町,10275
40000,福岡県,5138891
40100,北九州市,939622
40101,北九州市門司区,93899
40103,北九州市若松区,80597
40105,北九州市戸畑区,57538
40106,北九州市小倉北区,183517
40107,北九州市小倉南区,209141
40108,北九州市八幡東区,64858
40109,北九州市八幡西区,250072
40130,福岡市,1613361
40131,福岡市東区,322683
40132,福岡市博多区,252153
40133,福岡市中央区,205610
40134,福岡市南区,265753
40135,福岡市西区,212729
40136,福岡市城南区,132947
40137,福岡市早良区,221486
40202,大牟田市,111379
40203,久留米市,303496
40204,直方市,56287
40205,飯塚市,126486
40206,田川市,46235
40207,柳川市,64540
40210,八女市,60653
40211,筑後市,48867
40212,大川市,33010
40213,行橋市,71501
40214,豊前市,24411
40215,中間市,40373
40216,小郡市,59408
40217,筑紫野市,103374
40218,春日市,111097
40219,大野城市,102172
40220,宗像市,97158
40221,太宰府市,73286
40223,古賀市,58831
40224,福津市,67141
40225,うきは市,28012
40226,宮若市,26327
40227,嘉麻市,35515
40228,朝倉市,50342
40229,みやま市,35908
40230,糸島市,98945
40231,那珂川市,50142
40341,宇美町,37701
40342,篠栗町,31228
40343,志免町,46390
40344,須恵町,28646
40345,新宮町,32945
40348,久山町,9079
40349,粕屋町,48216
40381,芦屋町,13561
40382,水巻町,28138
40383,岡垣町,31027
40384,遠賀町,18736
40401,小竹町,7152
40402,鞍手町,15094
40421,桂川町,12895
40447,筑前町,29615
40448,東峰村,1904
40503,大刀洗町,15529
40522,大木町,13824
40544,広川町,19988
40601,香春町,10198
40602,添田町,8805
40604,糸田町,8414
40605,川崎町,15190
40608,大任町,5013
40609,赤村,2776
40610,福智町,21424
40621,苅田町,37691
40625,みやこ町,18838
40642,吉富町,6539
40646,上毛町,7254
40647,築上町,17202
41000,佐賀県,812013
41201,佐賀市,233466
41202,唐津市,117431
41203,鳥栖市,74258
41204,多久市,18304
41205,伊万里市,52651
41206,武雄市,47962
41207,鹿島市,27915
41208,小城市,43976
41209,嬉野市,25867
41210,神埼市,31046
41327,吉野ヶ里町,16330
41341,基山町,17256
41345,上峰町,9295
41346,みやき町,25531
41387,玄海町,5609
41401,有田町,19028
41423,大町町,6305
41424,江北町,9573
41425,白石町,22084
41441,太良町,8126
42000,長崎県,1313103
42201,長崎市,409305
42202,佐世保市,243387
42203,島原市,43360
42204,諫早市,133957
42205,大村市,95452
42207,平戸市,29375
42208,松浦市,21284
42209,対馬市,28511
42210,壱岐市,24974
42211,五島市,34400
42212,西海市,26296
42213,雲仙市,41131
42214,南島原市,42360
42307,長与町,40800
42308,時津町,29356
42321,東彼杵町,7734
42322,川棚町,13394
42323,波佐見町,14302
42383,小値賀町,2291
42391,佐々町,13923
42411,新上五島町,17511
43000,熊本県,1739211
43100,熊本市,738744
43101,熊本市中央区,187475
43102,熊本市東区,189389
43103,熊本市西区,91143
43104,熊本市南区,130914
43105,熊本市北区,139823
43202,八代市,123146
43203,人吉市,31334
43204,荒尾市,50878
43205,水俣市,23580
43206,玉名市,64367
43208,山鹿市,49082
43210,菊池市,46473
43211,宇土市,36192
43212,上天草市,24584
43213,宇城市,57075
43214,阿蘇市,24966
43215,天草市,75826
43216,合志市,61829
43348,美里町,9406
43364,玉東町,5047
43367,南関町,8968
43368,長洲町,15383
43369,和水町,9347
43403,大津町,35212
43404,菊陽町,43376
43423,南小国町,3737
43424,小国町,6599
43425,産山村,1384
43428,高森町,5787
43432,西原村,6430
43433,南阿蘇村,9843
43441,御船町,16314
43442,嘉島町,9553
43443,益城町,32529
43444,甲佐町,10139
43447,山都町,13521
43468,氷川町,11101
43482,芦北町,15688
43484,津奈木町,4255
43501,錦町,10292
43505,多良木町,9082
43506,湯前町,3627
43507,水上村,2033
43510,相良村,4103
43511,五木村,932
43512,山江村,3239
43513,球磨村,2438
43514,あさぎり町,14685
43531,苓北町,7085
44000,大分県,1124597
44201,大分市,475852
44202,別府市,115416
44203,中津市,82911
44204,日田市,62697
44205,佐伯市,66908
44206,臼杵市,36176
44207,津久見市,16109
44208,竹田市,20357
44209,豊後高田市,22142
44210,杵築市,28025
44211,宇佐市,52810
44212,豊後大野市,33741
44213,由布市,32787
44214,国東市,26246
44322,姫島村,1726
44341,日出町,27747
44461,九重町,8548
44462,玖珠町,14399
45000,宮崎県,1070213
45201,宮崎市,401591
45202,都城市,160736
45203,延岡市,118450
45204,日南市,50891
45205,小林市,43718
45206,日向市,59647
45207,串間市,16828
45208,西都市,28643
45209,えびの市,17645
45341,三股町,25595
45361,高原町,8646
45382,国富町,18410
45383,綾町,6938
45401,高鍋町,19928
45402,新富町,16571
45403,西米良村,1000
45404,木城町,4898
45405,川南町,15196
45406,都農町,9913
45421,門川町,17387
45429,諸塚村,1486
45430,椎葉村,2506
45431,美郷町,4828
45441,高千穂町,11649
45442,日之影町,3637
45443,五ヶ瀬町,3476
46000,鹿児島県,1589206
46201,鹿児島市,593460
46203,鹿屋市,101204
46204,枕崎市,20052
46206,阿久根市,19289
46208,出水市,52016
46210,指宿市,39045
46213,西之表市,14701
46214,垂水市,13817
46215,薩摩川内市,92459
46216,日置市,47166
46217,曽於市,33312
46218,霧島市,123205
46219,いちき串木野市,27511
46220,南さつま市,32894
46221,志布志市,29343
46222,奄美市,41416
46223,南九州市,33118
46224,伊佐市,24461
46225,姶良市,76405
46303,三島村,405
46304,十島村,740
46392,さつま町,20272
46404,長島町,9719
46452,湧水町,9130
46468,大崎町,12385
46482,東串良町,6236
46490,錦江町,6944
46491,南大隅町,6482
46492,肝付町,14237
46501,中種子町,7538
46502,南種子町,5445
46505,屋久島町,11869
46523,大和村,1366
46524,宇検村,1621
46525,瀬戸内町,8558
46527,龍郷町,5820
46529,喜界町,6628
46530,徳之島町,10161
46531,天城町,5524
46532,伊仙町,6139
46533,和泊町,6246
46534,知名町,5748
46535,与論町,5119
47000,沖縄県,1468410
47201,那覇市,317832
47205,宜野湾市,100192
47207,石垣市,47675
47208,浦添市,115741
47209,名護市,63564
47210,糸満市,61025
47211,沖縄市,142840
47212,豊見城市,64640
47213,うるま市,125406
47214,宮古島市,52962
47215,南城市,44071
47301,国頭村,4521
47302,大宜味村,3104
47303,東村,1599
47306,今帰仁村,8904
47308,本部町,12543
47311,恩納村,10885
47313,宜野座村,5837
47314,金武町,10828
47315,伊江村,4123
47324,読谷村,41240
47325,嘉手納町,13531
47326,北谷町,28223
47327,北中城村,17984
47328,中城村,22173
47329,西原町,34996
47348,与那原町,19705
47350,南風原町,40458
47353,渡嘉敷村,717
47354,座間味村,892
47355,粟国村,681
47356,渡名喜村,348
47357,南大東村,1289
47358,北大東村,590
47359,伊平屋村,1128
47360,伊是名村,1324
47361,久米島町,7201
47362,八重瀬町,30958
47375,多良間村,1058
47381,竹富町,3946
47382,与那国町,1676
